sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:10:31;99600.42;;;12.00;58.28
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:13:00;99598.41;;;11.98;58.42
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:15:28;99604.13;;;11.99;58.53
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:18:00;99606.81;;;11.99;58.59
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:20:30;99606.98;;;11.98;58.73
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:24:06;99601.11;;;11.98;58.86
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:26:34;99616.56;;;11.96;58.75
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:29:03;99612.72;;;11.95;58.89
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:31:32;99607.52;;;11.93;58.96
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:34:00;99611.22;;;11.92;58.81
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:36:29;99614.74;;;11.93;58.83
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:38:59;99609.37;;;11.93;58.86
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:41:28;99614.41;;;11.91;58.91
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:43:57;99606.53;;;11.90;58.97
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:46:25;99611.40;;;11.90;59.19
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:48:54;99614.77;;;11.88;59.07
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:51:23;99612.25;;;11.87;59.18
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:53:59;99612.77;;;11.86;59.20
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:56:23;99613.27;;;11.86;59.16
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T20:58:52;99615.12;;;11.85;59.23
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:01:21;99612.44;;;11.85;59.31
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:03:49;99605.39;;;11.84;59.26
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:06:18;99599.69;;;11.83;59.30
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:08:47;99612.28;;;11.83;59.40
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:11:16;99613.63;;;11.83;59.46
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:13:45;99616.64;;;11.84;59.59
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:16:13;99620.01;;;11.82;59.73
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:18:42;99621.86;;;11.81;59.62
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:21:11;99625.41;;;11.78;59.61
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:23:39;99620.87;;;11.78;59.77
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:26:08;99618.69;;;11.78;59.73
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:28:38;99610.95;;;11.75;59.73
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:31:07;99614.14;;;11.74;59.75
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:33:35;99608.95;;;11.73;59.85
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:36:04;99604.59;;;11.72;59.93
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:38:33;99616.17;;;11.72;59.86
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:41:01;99618.02;;;11.72;59.94
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:43:30;99617.86;;;11.69;60.01
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:45:58;99616.19;;;11.68;59.98
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:48:27;99616.70;;;11.68;59.98
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:50:56;99620.90;;;11.66;60.01
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:53:24;99614.19;;;11.66;60.07
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:55:53;99608.98;;;11.65;60.16
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T21:58:22;99615.38;;;11.64;60.31
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:00:50;99614.03;;;11.64;60.22
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:03:20;99609.34;;;11.62;60.17
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:05:49;99613.55;;;11.60;60.18
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:08:17;99617.06;;;11.60;60.29
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:10:46;99615.57;;;11.58;60.36
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:13:14;99624.45;;;11.58;60.30
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:15:44;99631.34;;;11.57;60.30
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:18:12;99630.18;;;11.55;60.57
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:20:41;99630.69;;;11.55;60.59
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:23:10;99629.02;;;11.54;60.45
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:25:38;99628.51;;;11.54;60.45
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:28:07;99630.02;;;11.53;60.58
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:30:35;99633.06;;;11.50;60.66
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:33:04;99635.08;;;11.48;60.70
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:35:33;99636.42;;;11.48;60.68
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:38:01;99643.47;;;11.49;60.61
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:40:30;99644.98;;;11.47;60.73
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:42:58;99649.18;;;11.46;60.76
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:45:27;99642.98;;;11.45;60.80
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:47:56;99645.66;;;11.45;60.87
33245;BME280;19605;55.92753300;37.54340700;2019-10-23T22:50:24;99652.04;;;11.44;60.80
